#{"t_start": 1747752788.0609398, "env_id": "None"}
r,l,t
-1.0,1,69.69812
-1.1,8,69.973461
-1.0,1,69.998363
-1.0,1,70.027927
-1.0,1,70.061643
-0.8,3,70.152375
-1.0,1,70.187742
-1.0,1,70.213108
-0.9,2,70.273798
-1.0,1,70.312206
-1.0,1,70.353276
-1.0,1,70.383956
-1.0,1,70.432891
-1.0,1,70.467552
-1.0,1,70.493002
-1.1,2,70.556841
1.0,1,70.582328
-1.0,3,70.685222
-1.0,5,70.85215
-1.0,1,70.88878
-1.0,1,70.917635
-1.0,1,70.947526
-1.0,1,70.976023
-1.0,3,71.083174
-1.1,2,71.123185
-1.3,8,71.341104
-1.0,1,71.371586
-0.9,2,71.43216
-0.9,4,71.564036
-0.9,2,71.618738
-1.0,1,71.643714
-1.0,3,71.722802
-1.0,1,71.747046
-1.1,4,71.860587
-1.0,1,71.909069
-1.0,1,71.946682
-1.0,1,71.977262
-1.0,1,72.007751
-1.0,1,72.042856
-0.8,7,72.237545
-1.0,1,72.282463
-1.0,3,72.352364
-0.9,2,72.396693
-1.0,5,72.522622
-1.3,4,72.636585
-0.9,2,72.692246
-1.0,1,72.72233
-0.9,2,72.787061
-1.0,1,72.813128
-1.0,1,72.837699
-1.1,2,72.89338
-0.8,3,72.97503
-1.0,1,73.01216
-0.7,8,73.228616
-1.0,1,73.267512
-1.3,4,73.472514
-1.0,1,73.5095
-1.0,9,73.785472
-1.0,1,73.814883
-1.1,4,73.913626
-1.1,2,73.958122
-1.0,1,73.988318
-1.0,1,74.012671
-1.0,1,74.044729
-0.8,3,74.125489
-1.2,5,74.247195
-1.1,2,74.293332
-1.0,1,74.322724
-1.0,1,74.351891
-1.0,1,74.382665
-0.7,4,74.497455
-1.1,2,74.553407
-1.0,1,74.5785
-1.0,1,74.612321
-1.0,1,74.642533
-1.0,3,74.715863
-1.0,1,74.741841
-1.1,2,74.79374
-1.0,1,74.816918
-0.9,2,74.877928
-1.0,1,74.90737
-0.8,5,75.038843
-0.9,2,75.088802
-1.0,1,75.12205
-1.0,3,75.204312
-1.0,3,75.297333
-1.0,1,75.323291
-1.2,3,75.408409
-0.9,2,75.457461
-0.9,2,75.522715
-1.0,1,75.55171
-1.2,3,75.639308
-1.0,1,75.661914
-1.0,1,75.693989
-0.9,2,75.744936
-0.9,2,75.807204
-1.1,4,75.923109
-1.0,1,75.952033
-1.0,1,75.983201
-0.9,2,76.04164
-1.0,1,76.073397
-1.0,1,76.104027
-0.9,2,76.15897
-1.0,1,76.184186
-1.0,5,76.328039
-1.0,1,76.354397
-1.0,1,76.383151
-0.9,4,76.497687
-1.0,1,76.527739
-0.9,2,76.582738
-1.0,1,76.616956
-0.9,2,76.676718
-1.0,1,76.703177
-1.0,1,76.727569
-1.0,1,76.757102
-1.1,4,76.863447
-1.1,8,77.073063
-1.0,5,77.197323
-1.1,2,77.254704
-1.0,3,77.347054
-0.8,3,77.432112
-1.0,1,77.463663
-1.1,2,77.532869
-0.9,4,77.674189
-1.1,2,77.762915
-1.1,2,77.838434
-1.0,1,77.872075
-0.9,4,78.085701
,77.518571
-1.0,1,77.559195
-1.0,1,77.599286
-1.0,1,77.628893
-1.0,1,77.672617
-1.0,1,77.724166
-1-1.2,7,77.472091-1-1.0,1,77.510256-1.0,5,78.018703
-1.0,1,78.075491
