#{"t_start": 1747751785.5006213, "env_id": "None"}
r,l,t
-1.1,2,37.427184
-1.0,3,37.474264
-1.0,1,37.48963
-1.0,1,37.51054
-1.0,1,37.529021
-0.9,2,37.561624
-1.0,1,37.588901
-1.0,1,37.606658
-0.9,2,37.641158
-1.0,1,37.660834
-1.0,1,37.676754
-1.0,1,37.697388
-0.9,2,37.726386
-0.9,4,37.788154
-1.0,1,37.806652
-1.0,1,37.82447
-1.0,1,37.842893
-1.0,1,37.859408
-1.1,4,37.917132
-0.8,3,37.962348
-1.1,2,37.995036
-1.0,3,38.040266
-0.8,3,38.083645
-0.9,2,38.12087
-1.0,3,38.172114
-1.0,1,38.194683
-1.0,3,38.230697
-0.9,2,38.265624
-1.1,2,38.296717
-0.9,2,38.331964
-0.9,4,38.400905
-1.0,1,38.427244
-1.0,1,38.45401
-1.0,1,38.474876
-1.0,3,38.522181
-1.0,1,38.544029
-1.0,1,38.564747
-0.9,2,38.598218
-1.0,3,38.649261
-1.0,3,38.686105
-1.0,1,38.702461
-1.0,1,38.720351
-1.0,1,38.737368
-1.2,3,38.786534
-1.0,1,38.802064
-1.0,1,38.818423
-1.0,1,38.837184
-1.1,2,38.874355
-1.0,5,38.936562
-1.0,1,38.957002
-0.9,6,39.044393
-1.0,1,39.063049
-1.1,2,39.099599
-1.0,1,39.114814
-1.0,1,39.134545
-1.2,5,39.21518
-1.0,1,39.231188
-0.9,2,39.266922
-1.0,1,39.292614
-1.0,1,39.313279
-1.0,3,39.366692
-1.2,3,39.417117
-1.0,1,39.436379
-1.2,3,39.477916
-0.9,2,39.513757
-1.0,1,39.546231
-0.9,2,39.584335
-1.2,3,39.626845
-0.9,2,39.660439
-1.0,1,39.677898
-1.1,2,39.706411
-1.0,3,39.757677
-1.1,2,39.794268
-0.9,2,39.821018
-1.0,1,39.838167
-1.0,1,39.85733
-1.0,1,39.872564
-0.9,2,39.921903
-1.0,1,39.948765
-1.0,1,39.976535
-1.2,7,40.077836
-1.1,2,40.107069
-1.2,3,40.157565
-1.0,1,40.175497
-1.3,4,40.247006
-1.1,2,40.276805
-1.1,2,40.323002
-1.0,1,40.344822
-1.1,2,40.371395
-1.0,1,40.390873
-1.0,3,40.441774
-1.0,1,40.460638
-1.0,1,40.47956
-1.0,1,40.498299
-1.1,2,40.526736
-0.9,2,40.5629
-1.0,1,40.583838
-1.0,1,40.611973
1.0,1,40.636347
-1.0,7,40.726991
-1.1,4,40.788978
-1.1,2,40.8171
-0.8,3,40.85828
-1.1,2,40.896712
-1.0,1,40.911671
