#{"t_start": 1747757839.2502089, "env_id": "None"}
r,l,t
-1.1,2,60.955231
-1.3,4,61.0639
-1.0,1,61.099145
-1.1,2,61.151047
-1.0,1,61.185855
-1.1,2,61.246197
-1.0,1,61.270434
-1.0,1,61.291268
-0.8,3,61.388431
-1.2,3,61.475247
-1.1,6,61.627026
-1.0,1,61.651279
-1.1,4,61.747586
-0.8,3,61.832764
-1.0,1,61.862432
-1.0,1,61.902505
-1.1,2,61.942569
-1.0,1,61.978213
-1.0,5,62.102249
-1.0,1,62.136095
-1.0,1,62.157463
-1.0,1,62.199469
-1.0,1,62.235568
-1.0,1,62.271662
-0.9,2,62.337651
-1.0,1,62.376157
-1.1,4,62.501285
-1.0,1,62.538382
-1.0,1,62.57742
-1.0,1,62.607778
-1.0,1,62.641212
-1.0,1,62.683968
-1.0,1,62.720273
-1.1,2,62.772906
-0.9,4,62.899086
-1.0,1,62.941184
-1.1,2,63.012009
-1.0,3,63.112607
-0.8,3,63.188781
-1.0,1,63.22287
-1.0,1,63.246384
-1.1,2,63.313303
-0.9,2,63.359512
-0.9,4,63.470973
-1.0,1,63.501776
-0.9,2,63.551816
-1.0,1,63.578866
-1.0,1,63.61358
-1.0,1,63.646965
-1.0,3,63.743458
-0.9,2,63.79773
-0.9,4,63.899401
-1.0,7,64.091521
-1.0,7,64.281532
-1.0,1,64.309988
-1.0,1,64.345583
-1.0,3,64.443497
-1.0,1,64.483506
-1.0,1,64.517935
-1.0,3,64.590911
-0.9,2,64.646483
-1.0,1,64.682413
-1.1,2,64.728253
-1.0,1,64.768435
-1.2,5,64.909815
-1.0,1,64.951298
-0.9,2,65.026886
-1.1,8,65.325913
-1.0,1,65.356313
-0.8,5,65.533378
-1.1,2,65.622686
-0.9,2,65.696775
-1.0,1,65.743116
-1.0,1,65.792622
-0.9,2,65.862409
-1.2,11,66.231056
-1.0,3,66.331048
-1.1,4,66.448376
-1.0,1,66.490279
-1.2,3,66.586862
-1.0,3,66.692943
-1.0,1,66.720626
-1.0,1,66.742057
-1.0,1,66.767019
-1.0,1,66.800752
-1.0,1,66.8545
-1.0,1,66.881383
-1.0,1,66.919655
-1.0,1,66.949487
-1.2,3,67.057189
-1.0,1,67.086504
-1.0,1,67.111947
-1.2,5,67.254687
-1.0,1,67.284215
-0.9,2,67.347483
-0.9,4,67.47065
-1.2,7,67.659379
-0.8,3,67.751873
-0.9,2,67.820357
-1.0,1,67.842775
-1.1,4,67.956096
-1.0,3,68.067659
-0.9,4,68.166727
-0.9,6,68.34068
-0.9,2,68.415614
-1.0,3,68.503315
-1.0,1,68.536707
-1.0,1,68.560476
-1.1,2,68.622514
-0.9,2,68.683697
-1.2,3,68.766898
-1.0,5,68.907157
-1.0,1,68.935539
-0.9,2,68.993313
-0.9,6,69.14587
-0.9,2,69.214106
-1.0,1,69.237175
-0.9,2,69.2939
-1.0,1,69.321073
-1.0,1,69.352087
-1.0,1,69.390653
-1.0,1,69.42664
-1.0,1,69.452068
-1.2,5,69.592724
-0.9,2,69.643259
-1.0,1,69.663626
