#{"t_start": 1747382598.029586, "env_id": "None"}
r,l,t
-1.0,3,143.149791
-1.0,1,143.172764
-1.3,4,143.274801
-1.0,1,143.29885
-1.0,1,143.325918
-0.9,2,143.409112
-1.0,1,143.443276
-1.0,1,143.472455
-1.0,1,143.500311
-1.0,1,143.529437
-1.0,1,143.597996
-1.0,1,143.638215
-1.0,1,143.67116
-0.9,2,143.758804
-1.0,1,143.785967
-1.1,2,143.880208
-1.2,3,143.964844
-1.0,1,143.989878
-0.9,2,144.062148
-1.0,1,144.112973
-1.0,1,144.140725
-1.0,1,144.166167
-1.1,2,144.217956
-1.0,1,144.278273
-1.0,1,144.319772
-1.0,3,144.441616
-1.0,1,144.465461
-1.0,1,144.500198
-1.0,1,144.562088
-1.0,1,144.590778
-1.0,1,144.637226
-1.0,1,144.663804
-1.0,1,144.690217
-1.0,3,144.804809
-0.9,2,144.878859
-1.0,1,144.907481
-1.0,1,144.937318
-1.0,3,145.0618
-1.0,1,145.120592
-0.9,2,145.208356
-0.9,2,145.276006
-1.0,1,145.303993
-1.0,1,145.330921
-0.9,4,145.500296
-0.9,2,145.572547
-1.0,1,145.640258
-0.9,2,145.721857
