#{"t_start": 1747666783.286366, "env_id": "None"}
r,l,t
-1.1,2,42.70663
-1.0,1,42.722673
-1.0,3,42.761969
-1.0,1,42.777025
-0.9,2,42.80787
-1.0,1,42.823016
-1.0,1,42.841339
-1.0,1,42.857835
-1.1,2,42.887941
-1.0,1,42.90704
-0.9,2,42.937115
-1.0,1,42.952868
-1.1,2,42.982196
-1.0,1,43.006118
-0.9,2,43.038442
-1.0,1,43.058205
-1.0,1,43.076496
-1.0,1,43.09759
-1.1,2,43.126325
-1.1,2,43.152077
-1.0,1,43.167389
-0.9,2,43.197619
-1.1,2,43.227351
-1.1,2,43.256832
-0.9,2,43.287588
-1.0,1,43.306226
-1.0,3,43.348166
-1.0,1,43.372752
-1.0,1,43.387355
-1.0,1,43.403863
-1.1,2,43.427265
-1.0,1,43.44305
-1.0,1,43.462879
-1.0,1,43.476696
-1.0,1,43.491457
-1.0,3,43.527618
-1.0,3,43.567789
-1.0,1,43.58647
-1.0,3,43.623188
-0.9,2,43.64766
-1.0,1,43.668873
-1.0,1,43.68239
-1.0,1,43.702822
-1.0,1,43.721291
-1.0,1,43.741592
-0.9,2,43.768175
-1.0,1,43.787295
-1.0,1,43.807105
-0.9,4,43.852931
-1.0,1,43.871889
-0.9,4,43.917125
-0.9,2,43.948234
-1.0,1,43.967822
-1.0,1,43.987822
-1.0,1,44.006926
-1.1,2,44.031965
-1.0,3,44.066631
-1.0,1,44.08709
-1.0,1,44.108653
-1.0,1,44.127554
-1.0,1,44.14679
-1.0,1,44.167998
-1.0,1,44.182076
-1.0,5,44.273593
-1.0,1,44.291929
-1.1,2,44.328032
-0.8,3,44.371756
-1.0,1,44.392788
-1.0,1,44.412457
-1.0,1,44.432044
-1.2,3,44.471835
-1.0,1,44.488942
-1.0,1,44.508568
-0.9,2,44.54334
-1.0,1,44.564601
-1.0,1,44.584717
-0.9,2,44.617942
-1.3,4,44.679026
-1.0,3,44.724904
-1.0,1,44.745563
-1.0,1,44.76465
-1.1,2,44.803434
-1.0,1,44.823559
-1.0,1,44.843742
-1.1,2,44.876536
-1.0,3,44.933979
-1.0,1,44.958183
-1.0,1,44.977764
-1.1,2,45.014547
-1.1,2,45.052323
-1.0,1,45.072807
-1.0,1,45.101601
-1.0,1,45.119611
-1.0,1,45.152598
-0.7,4,45.22391
-1.0,1,45.248142
-1.1,4,45.318254
-1.0,1,45.357191
-1.0,3,45.408609
-1.1,4,45.484636
-1.2,5,45.578363
-1.0,1,45.599069
-1.1,6,45.698276
-1.0,3,45.743237
-1.0,1,45.764951
-0.9,2,45.801703
-1.0,1,45.829423
-1.0,1,45.853704
-1.0,1,45.873781
-1.0,3,45.927732
-1.2,5,46.006883
-1.0,1,46.027834
-1.1,2,46.055643
-1.0,3,46.107461
-1.0,3,46.162977
-1.0,1,46.18312
-1.6,7,46.307738
-1.2,3,46.363664
-1.1,2,46.397877
-1.0,1,46.420995
-1.0,1,46.447694
-1.2,3,46.494057
-1.0,1,46.514253
-1.0,1,46.539424
-1.0,1,46.563126
